hscode,mo_ta,Ngay_xac_nhan
03047900,- - Loại khác,26/09/2023 0:00:00
03048100,"- - Cá hồi Thái Bình Dương (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou và Oncorhynchus rhodurus), cá hồi Đại Tây Dương (Salmo salar) và cá hồi sông Đa-nuýp (Hucho hucho)",26/09/2023 0:00:00
03048200,"- - Cá hồi chấm (trout) (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache và Oncorhynchus chrysogaster)",26/09/2023 0:00:00
03048300,"- - Cá bơn (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae và Citharidae)",26/09/2023 0:00:00
03048400,- - Cá kiếm (Xiphias gladius),26/09/2023 0:00:00
03048500,- - Cá răng cưa (Dissostichus spp.),26/09/2023 0:00:00
03048600,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii)",26/09/2023 0:00:00
03048700,"- - Cá ngừ đại dương (thuộc giống Thunus), cá ngừ vằn (cá ngừ sọc dưa) (Katsuwonus pelamis)",26/09/2023 0:00:00
03048800,"- - Cá nhám góc, cá mập khác, cá đuối (Rajidae)",26/09/2023 0:00:00
03048910,- - - Cá nục heo cờ (Coryphaena hippurus) (SEN),26/09/2023 0:00:00
03048990,- - - Loại khác,26/09/2023 0:00:00
03049100,- - Cá kiếm (Xiphias gladius),26/09/2023 0:00:00
03049200,- - Cá răng cưa (Dissostichus spp.),26/09/2023 0:00:00
03049300,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)",26/09/2023 0:00:00
03049400,- - Cá Minh Thái (Alaska Pollock) (Theragra chalcogramma),26/09/2023 0:00:00
03049500,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae, trừ cá Minh Thái (Alaska Pollock) (Theragra chalcogramma)",26/09/2023 0:00:00
03049600,- - Cá nhám góc và cá mập khác,26/09/2023 0:00:00
03049700,- - Cá đuối (Rajidae),26/09/2023 0:00:00
03049910,- - - Surimi (thịt cá xay) (SEN),26/09/2023 0:00:00
03049990,- - - Loại khác ,26/09/2023 0:00:00
03052010,"- - Của cá nước ngọt, làm khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03052090,- - Loại khác,26/09/2023 0:00:00
03053100,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)",26/09/2023 0:00:00
03053200,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae",26/09/2023 0:00:00
03053910,"- - - Cá nhói nước ngọt (Xenentodon cancila), cá phèn dải vàng (Upeneus vittatus) và cá khế lược mang dài (Ulua mentalis)",26/09/2023 0:00:00
03053920,"- - - Cá hố savalai (Lepturacanthus savala), cá đù Belanger (Johnius belangerii), cá đù Reeve (Chrysochir aureus) và cá đù mắt to (Pennahia anea)",26/09/2023 0:00:00
03053991,- - - - Của cá nước ngọt,26/09/2023 0:00:00
03053992,- - - - Của cá biển,26/09/2023 0:00:00
03053999,- - - - Loại khác,26/09/2023 0:00:00
03054100,"- - Cá hồi Thái Bình Dương (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou và Oncorhynchus rhodurus), cá hồi Đại Tây Dương (Salmo salar) và cá hồi sông Đa-nuýp (Hucho hucho)",26/09/2023 0:00:00
03054200,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii)",26/09/2023 0:00:00
03054300,"- - Cá hồi chấm (trout) (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache và Oncorhynchus chrysogaster)",26/09/2023 0:00:00
03054400,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)",26/09/2023 0:00:00
03054910,- - - Cá ngừ vằn (cá ngừ sọc dưa) (Katsuwonus pelamis),26/09/2023 0:00:00
03054990,- - - Loại khác,26/09/2023 0:00:00
03055100,"- - Cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)",26/09/2023 0:00:00
03055200,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)",26/09/2023 0:00:00
03055300,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae, trừ cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)",26/09/2023 0:00:00
03055400,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii), cá cơm (cá trỏng) (Engraulis spp.), cá trích dầu (Sardina pilchardus, Sardinops spp.), cá trích xương (Sardinella spp.), cá trích kê hoặc cá trích cơm (Sprattus sprattus), cá nục hoa (Scomber scombrus, Scomber australasicus, Scomber japonicus), cá bạc má (Rastrelliger spp.), cá thu (Scomberomorus spp.), cá nục gai và cá sòng (Trachurus spp.), cá khế jacks, cá khế crevalles (Caranx spp.), cá giò (Rachycentron canadum), cá chim trắng (Pampus spp.), cá thu đao (Cololabis saira), cá nục (Decapterus spp.), cá trứng (Mallotus villosus), cá kiếm (Xiphias gladius), cá ngừ chấm (Euthynnus affinis), cá ngừ ba chấm (Sarda spp.), cá cờ gòn, cá cờ lá (sailfishes), cá cờ spearfish (Istiophoridae)",26/09/2023 0:00:00
03055921,"- - - - Cá cơm (cá trỏng) (Stolephorus spp., Coilia spp., Setipinna spp., Lycothrissa spp., Thryssa spp. và Encrasicholina spp.) (SEN)",26/09/2023 0:00:00
03055929,- - - - Loại khác,26/09/2023 0:00:00
03055990,- - - Loại khác,26/09/2023 0:00:00
03056100,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii)",26/09/2023 0:00:00
03056200,"- - Cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)",26/09/2023 0:00:00
03056300,- - Cá cơm (cá trỏng) (Engraulis spp.),26/09/2023 0:00:00
03056400,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)",26/09/2023 0:00:00
03056910,- - - Cá biển,26/09/2023 0:00:00
03056990,- - - Loại khác,26/09/2023 0:00:00
03057110,- - - Khô hoặc hun khói,26/09/2023 0:00:00
03057190,- - - Loại khác,26/09/2023 0:00:00
03057211,- - - - Của cá tuyết (SEN),26/09/2023 0:00:00
03057219,- - - - Loại khác (SEN),26/09/2023 0:00:00
03057291,- - - - Của cá tuyết,26/09/2023 0:00:00
03057299,- - - - Loại khác,26/09/2023 0:00:00
03057910,- - - Của cá tuyết,26/09/2023 0:00:00
03057990,- - - Loại khác,26/09/2023 0:00:00
03061110,- - - Hun khói,26/09/2023 0:00:00
03061190,- - - Loại khác,26/09/2023 0:00:00
03061210,- - - Hun khói,26/09/2023 0:00:00
03061290,- - - Loại khác,26/09/2023 0:00:00
03061411,"- - - - Cua, ghẹ vỏ mềm",26/09/2023 0:00:00
03061419,- - - - Loại khác,26/09/2023 0:00:00
03061491,- - - - Ghẹ (thuộc họ Portunidae),26/09/2023 0:00:00
03061492,- - - - Cua hoàng đế/cua vua Alaska (thuộc họ Lithodidae),26/09/2023 0:00:00
03061493,- - - - Cua tuyết (thuộc họ Origoniidae),26/09/2023 0:00:00
03061499,- - - - Loại khác,26/09/2023 0:00:00
03061500,- - Tôm hùm Na Uy (Nephrops norvegicus),26/09/2023 0:00:00
03061600,"- - Tôm shrimps và tôm prawn nước lạnh (Pandalus spp., Crangon crangon)",26/09/2023 0:00:00
03061711,- - - - Đã bỏ đầu,26/09/2023 0:00:00
03061719,- - - - Loại khác,26/09/2023 0:00:00
03061721,"- - - - Đã bỏ đầu, còn đuôi",26/09/2023 0:00:00
03061722,"- - - - Đã bỏ đầu, bỏ đuôi",26/09/2023 0:00:00
03061729,- - - - Loại khác,26/09/2023 0:00:00
03061730,- - - Tôm càng xanh (Macrobrachium rosenbergii),26/09/2023 0:00:00
03061790,- - - Loại khác,26/09/2023 0:00:00
03061900,- - Loại khác,26/09/2023 0:00:00
03063110,- - - Để nhân giống,26/09/2023 0:00:00
03063120,"- - - Loại khác, sống",26/09/2023 0:00:00
03063130,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03063210,- - - Để nhân giống,26/09/2023 0:00:00
03063220,"- - - Loại khác, sống",26/09/2023 0:00:00
03063230,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03063311,- - - - Sống,26/09/2023 0:00:00
03063312,- - - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03063391,- - - - Sống,26/09/2023 0:00:00
03063392,- - - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03063400,- - Tôm hùm Na Uy (Nephrops norvegicus),26/09/2023 0:00:00
03063510,- - - Để nhân giống (SEN),26/09/2023 0:00:00
03063520,"- - - Loại khác, sống",26/09/2023 0:00:00
03063530,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03063611,- - - - Tôm sú (Penaeus monodon) (SEN),26/09/2023 0:00:00
03063612,- - - - Tôm thẻ chân trắng (Litopenaeus vannamei) (SEN),26/09/2023 0:00:00
03063613,- - - - Tôm càng xanh (Macrobrachium rosenbergii) (SEN),26/09/2023 0:00:00
03063619,- - - - Loại khác (SEN),26/09/2023 0:00:00
03063621,- - - - Tôm sú (Penaeus monodon),26/09/2023 0:00:00
03063622,- - - - Tôm thẻ chân trắng (Litopenaeus vannamei),26/09/2023 0:00:00
03063623,- - - - Tôm càng xanh (Macrobrachium rosenbergii),26/09/2023 0:00:00
03063629,- - - - Loại khác,26/09/2023 0:00:00
03063631,- - - - Tôm sú (Penaeus monodon),26/09/2023 0:00:00
03063632,- - - - Tôm thẻ chân trắng (Litopenaeus vannamei),26/09/2023 0:00:00
03063633,- - - - Tôm càng xanh (Macrobrachium rosenbergii),26/09/2023 0:00:00
03063639,- - - - Loại khác,26/09/2023 0:00:00
03063910,- - - Sống,26/09/2023 0:00:00
03063920,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03069121,- - - - Hun khói,26/09/2023 0:00:00
03069129,- - - - Loại khác,26/09/2023 0:00:00
03069131,- - - - Hun khói,26/09/2023 0:00:00
03069139,- - - - Loại khác,26/09/2023 0:00:00
03069221,- - - - Hun khói,26/09/2023 0:00:00
03069229,- - - - Loại khác,26/09/2023 0:00:00
03069231,- - - - Hun khói,26/09/2023 0:00:00
03069239,- - - - Loại khác,26/09/2023 0:00:00
03069321,- - - - Hun khói,26/09/2023 0:00:00
03069329,- - - - Loại khác,26/09/2023 0:00:00
03069331,- - - - Hun khói,26/09/2023 0:00:00
03069339,- - - - Loại khác,26/09/2023 0:00:00
03069421,- - - - Hun khói,26/09/2023 0:00:00
03069429,- - - - Loại khác,26/09/2023 0:00:00
03069431,- - - - Hun khói,26/09/2023 0:00:00
03069439,- - - - Loại khác,26/09/2023 0:00:00
03069521,"- - - - Còn vỏ, đã hấp chín hoặc luộc chín trong nước",26/09/2023 0:00:00
03069529,- - - - Loại khác,26/09/2023 0:00:00
03069530,- - - Loại khác,26/09/2023 0:00:00
03069921,- - - - Hun khói,26/09/2023 0:00:00
03069929,- - - - Loại khác,26/09/2023 0:00:00
03069931,- - - - Hun khói,26/09/2023 0:00:00
03069939,- - - - Loại khác,26/09/2023 0:00:00
03071110,- - - Sống,26/09/2023 0:00:00
03071120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03071200,- - Đông lạnh,26/09/2023 0:00:00
03071920,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03071930,- - - Hun khói,26/09/2023 0:00:00
03072110,- - - Sống,26/09/2023 0:00:00
03072120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03072200,- - Đông lạnh,26/09/2023 0:00:00
03072930,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03072940,- - - Hun khói,26/09/2023 0:00:00
03073110,- - - Sống,26/09/2023 0:00:00
03073120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03073200,- - Đông lạnh,26/09/2023 0:00:00
03073930,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03073940,- - - Hun khói,26/09/2023 0:00:00
03074211,"- - - - Mực nang (Sepia officinalis, Rossia macrosoma, Sepiola spp.) và mực ống (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.)",26/09/2023 0:00:00
03074219,- - - - Loại khác,26/09/2023 0:00:00
03074221,"- - - - Mực nang (Sepia officinalis, Rossia macrosoma, Sepiola spp.) và mực ống (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.)",26/09/2023 0:00:00
03074229,- - - - Loại khác,26/09/2023 0:00:00
03074310,"- - - Mực nang (Sepia officinalis, Rossia macrosoma, Sepiola spp.) và mực ống (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.)",26/09/2023 0:00:00
03074390,- - - Loại khác,26/09/2023 0:00:00
03074921,"- - - - Mực nang (Sepia officinalis, Rossia macrosoma, Sepiola spp.) và mực ống (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.)",26/09/2023 0:00:00
03074929,- - - - Loại khác,26/09/2023 0:00:00
03074931,"- - - - Mực nang (Sepia officinalis, Rossia macrosoma, Sepiola spp.) và mực ống (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.)",26/09/2023 0:00:00
03074939,- - - - Loại khác,26/09/2023 0:00:00
03075110,- - - Sống,26/09/2023 0:00:00
03075120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03075200,- - Đông lạnh,26/09/2023 0:00:00
03075920,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03075930,- - - Hun khói,26/09/2023 0:00:00
03076010,- - Sống,26/09/2023 0:00:00
03076020,"- - Tươi, ướp lạnh hoặc đông lạnh",26/09/2023 0:00:00
03076040,"- - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03076050,- - Hun khói,26/09/2023 0:00:00
03077110,- - - Sống,26/09/2023 0:00:00
03077120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03077200,- - Đông lạnh,26/09/2023 0:00:00
03077930,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03077940,- - - Hun khói,26/09/2023 0:00:00
03078110,- - - Sống,26/09/2023 0:00:00
03078120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03078210,- - - Sống,26/09/2023 0:00:00
03078220,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03078300,- - Bào ngư (Haliotis spp.) đông lạnh,26/09/2023 0:00:00
03078400,- - Ốc nhảy (Strombus spp.) đông lạnh,26/09/2023 0:00:00
03078710,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03078720,- - - Hun khói,26/09/2023 0:00:00
03078810,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03078820,- - - Hun khói,26/09/2023 0:00:00
03079110,- - - Sống,26/09/2023 0:00:00
03079120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03079200,- - Đông lạnh,26/09/2023 0:00:00
03079930,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03079940,- - - Hun khói,26/09/2023 0:00:00
03081110,- - - Sống,26/09/2023 0:00:00
03081120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03081200,- - Đông lạnh,26/09/2023 0:00:00
03081920,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03081930,- - - Hun khói,26/09/2023 0:00:00
03082110,- - - Sống,26/09/2023 0:00:00
03082120,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03082200,- - Đông lạnh,26/09/2023 0:00:00
03082920,"- - - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03082930,- - - Hun khói,26/09/2023 0:00:00
03083010,- - Sống,26/09/2023 0:00:00
03083020,- - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03083030,- - Đông lạnh,26/09/2023 0:00:00
03083040,"- - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03083050,- - Hun khói,26/09/2023 0:00:00
03089010,- - Sống,26/09/2023 0:00:00
03089020,- - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03089030,- - Đông lạnh,26/09/2023 0:00:00
03089040,"- - Khô, muối hoặc ngâm nước muối",26/09/2023 0:00:00
03089050,- - Hun khói,26/09/2023 0:00:00
03091000,- Của cá,26/09/2023 0:00:00
03099011,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03099012,- - - Đông lạnh,26/09/2023 0:00:00
03099019,- - - Loại khác,26/09/2023 0:00:00
03099021,- - - Tươi hoặc ướp lạnh,26/09/2023 0:00:00
03099022,- - - Đông lạnh,26/09/2023 0:00:00
03099029,- - - Loại khác,26/09/2023 0:00:00
03099090,- - Của động vật thủy sinh không xương sống khác,26/09/2023 0:00:00
04011010,- - Dạng lỏng,26/09/2023 0:00:00
04011090,- - Loại khác,26/09/2023 0:00:00
04012010,- - Dạng lỏng,26/09/2023 0:00:00
04012090,- - Loại khác,26/09/2023 0:00:00
04014010,- - Sữa dạng lỏng,26/09/2023 0:00:00
04014020,- - Sữa dạng đông lạnh,26/09/2023 0:00:00
04014090,- - Loại khác,26/09/2023 0:00:00
04015010,- - Dạng lỏng,26/09/2023 0:00:00
04015090,- - Loại khác,26/09/2023 0:00:00
04021041,- - - Đóng gói với khối lượng tịnh từ 20 kg trở lên,26/09/2023 0:00:00
04021042,- - - Đóng gói với khối lượng tịnh từ 2 kg trở xuống,26/09/2023 0:00:00
04021049,- - - Loại khác,26/09/2023 0:00:00
04021091,- - - Đóng gói với khối lượng tịnh từ 20 kg trở lên,26/09/2023 0:00:00
04021092,- - - Đóng gói với khối lượng tịnh từ 2 kg trở xuống,26/09/2023 0:00:00
04021099,- - - Loại khác,26/09/2023 0:00:00
04022120,- - - Đóng gói với khối lượng tịnh từ 20 kg trở lên,26/09/2023 0:00:00
04022130,- - - Đóng gói với khối lượng tịnh từ 2 kg trở xuống,26/09/2023 0:00:00
04022190,- - - Loại khác,26/09/2023 0:00:00
04022920,- - - Đóng gói với khối lượng tịnh từ 20 kg trở lên,26/09/2023 0:00:00
04022930,- - - Đóng gói với khối lượng tịnh từ 2 kg trở xuống,26/09/2023 0:00:00
04022990,- - - Loại khác,26/09/2023 0:00:00
04029100,- - Chưa pha thêm đường hoặc chất tạo ngọt khác,26/09/2023 0:00:00
04029900,- - Loại khác,26/09/2023 0:00:00
04032011,"- - - Đã thêm hương liệu hoặc thêm hoa quả (kể cả thịt quả và mứt), quả hạch (nuts) hoặc ca cao",26/09/2023 0:00:00
04032019,- - - Loại khác,26/09/2023 0:00:00
04032091,"- - - Đã thêm hương liệu hoặc thêm hoa quả (kể cả thịt quả và mứt), quả hạch (nuts) hoặc ca cao",26/09/2023 0:00:00
04032099,- - - Loại khác,26/09/2023 0:00:00
04039010,- - Buttermilk,26/09/2023 0:00:00
04039090,- - Loại khác,26/09/2023 0:00:00
04041011,"- - - Whey, thích hợp sử dụng cho người (SEN)",26/09/2023 0:00:00
