,hscode,hscode_4_so,mo_ta,top_5_retrieval,check
5726,76169990,7616,"SJ370#&Nhôm hợp kim định hình, SJ370 HARD COVER HANDLE#&VN","[101, 102, 103, 104, 105]",False
5727,76169990,7616,"BCLBQ199000#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng , GVA400090  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5728,76169990,7616,"BCLBQ199400#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng , EGIS 25.8kV GVA401499P2  (Y)#&VN","[8527, 8528, 8525, 8805, 8517]",False
5729,76169990,7616,"ZEMSB001146#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MEA-MAIN S.C.ASSY_MT6413 EPASS (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5730,76169990,7616,"ZENSB000054#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, EP97-02059B MEA-REAR HOUSING_RF4461D #&VN","[8527, 8528, 8525, 8805, 8419]",False
5731,76169990,7616,"FDMAB001100#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, COVER-HOOD/Front panel AC, SDD5131397/1R2A#&VN","[8527, 8528, 8525, 8805, 8419]",False
5732,76169990,7616,"2A00-058200#&Thân hộp nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, BASE_TB-3093, 3A00-058202 (tái xuất từ mục hàng 1 TK 104825483230/G13)#&VN","[8527, 8528, 8525, 8805, 6117]",False
5733,76169990,7616,"2A00-058300#&Thân hộp nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, COVER_TB-3093, 3A00-058302 (tái xuất từ mục hàng 2 TK 104825483230/G13)#&VN","[8527, 7606, 8528, 8525, 8805]",False
5734,76169990,7616,"2A00-057300#&Thân hộp nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, BASE_TB-3033, 3A00-057302 (tái xuất từ mục hàng 7 TK 104825483230/G13)#&VN","[8527, 8528, 8525, 8805, 6117]",False
5735,76169990,7616,"AELBB089000-A#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, gHRN_BOTTOM_HOUSING_ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5736,76169990,7616,"AGLBB010600#&Gá bằng nhôm định hình hoàn chỉnh  dùng cho thiết bị thu phát sóng, C5900A-2005M, BRACKET, SHAFT  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5737,76169990,7616,"AENAB000200#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DIU_1821M2_SUBRACK_BOTTOM_ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5738,76169990,7616,"AENBB000800#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DIU_1821M2_SUBRACK_TOP_COVER_ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5739,76169990,7616,"AENBB000600#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DIU_1821M2_SUBRACK_FRONT_PANEL_ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5740,76169990,7616,"AENBB001700#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DIU_35TM2_SUBRACK_FRONT_PANEL_ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5741,76169990,7616,"AENBB001400#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DIU_826FM2_SUBRACK_FRONT_PANEL_ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5742,76169990,7616,"AENBB001100#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DIU_1821M2_FAN_TRAY_ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5743,76169990,7616,"ADMBB000600#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, WEA35-HM47C_V1.0 RX_WALL-1  (N)#&VN","[7606, 8527, 8419, 8528, 8525]",False
5744,76169990,7616,"ZENSB000056#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, GC11UN5479A0, REAR HOUSING   (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5745,76169990,7616,"S201-185332#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MPRDU HOUSING ASS'Y, S201-185332 (tái xuất mục hàng 2 TK 104870644430/G13)#&VN","[8527, 7606, 8528, 8525, 8805]",False
5746,76169990,7616,"S201-185329#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MPRDU FN DRY INTERFCE, S201-185329  (tái xuất mục hàng 3 TK 104870644430/G13)#&VN","[8527, 8528, 8525, 8805, 6117]",False
5747,76169990,7616,"S201-185328#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MPRDU CPU PAN, S201-185328 (tái xuất mục hàng 4 TK 104870644430/G13)#&VN","[8527, 8528, 8525, 8805, 6117]",False
5748,76169990,7616,"S201-185330#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MPRDU ANTBKT, S201-185330 (tái xuất mục hàng 5 TK 104870644430/G13)#&VN","[8527, 8528, 8525, 8805, 6117]",False
5749,76169990,7616,"S201-185331#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MPRDU SIU COVER, S201-185331 (tái xuất mục hàng 6 TK 104870644430/G13)#&VN","[3923, 8527, 8528, 8525, 8805]",False
5750,76169990,7616,"1A00-135400#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, Top Cover (PCNI), 3A00-135400 (tái xuất mục hàng 7 TK 104870644430/G13)#&VN","[8527, 8528, 8525, 8805, 6117]",False
5751,76169990,7616,"1A00-112300#&Gá bằng nhôm định hình dùng cho thiết bị thu phát sóng, Top Cover (HFR), 3A00-112300 (tái xuất mục hàng 8 TK 104870644430/G13)#&VN","[8527, 8528, 8525, 8805, 6111]",False
5752,76169990,7616,"2A00-977300#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, Top Cover (SKT), 3A00-112400 (tái xuất mục hàng 9 TK 104870644430/G13)#&VN","[8527, 8528, 8525, 8805, 6117]",False
5753,76169990,7616,"FXLBB000100-A#&Gá bằng nhôm định hình hoàn chỉnh dùng cho máy tính xách tay, Parts for Handheld Computers, (ST1 Case Front - Dark Gray  29550)#&VN","[7615, 7616, 7608, 26060000, 9108]",True
5754,76169990,7616,"ZENSB000054#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MEA-REAR HOUSING_RF4461D #&VN","[8527, 8528, 8525, 8805, 8419]",False
5755,76169990,7616,"ZEMSB000121#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MEA-TRX SHIELD CAN_RF4440D #&VN","[8527, 8528, 8525, 8805, 8419]",False
5756,76169990,7616,"SJ064-2#&Nhôm hợp kim định hình chưa hoàn chỉnh, AL6013A (105*3*48.5)#&VN","[9827, 9829, 98260000, 4804, 2515]",False
5757,76169990,7616,"SJ064-23#&Nhôm hợp kim định hình, AL6013A (105*3.5*1085)#&VN","[2306, 90160000, 32050000, 5601, 511]",False
5758,76169990,7616,"SJ124-21#&Nhôm hợp kim định hình, AL6013A (100*2.5*930)#&VN","[9706, 98260000, 8522, 2515, 7606]",False
5759,76169990,7616,"SJ124-22#&Nhôm hợp kim định hình, AL7003H (100*2.5*1250)#&VN","[9706, 98260000, 2515, 7606, 90160000]",False
5760,76169990,7616,"SJ166-3#&Nhôm hợp kim định hình, AL6013A (3*100*1100)#&VN","[9706, 32050000, 511, 9827, 9829]",False
5761,76169990,7616,"SJ064-17#&Nhôm hợp kim định hình, 6013A ( 3.0*105*920)#&VN","[7606, 7409, 7607, 7410, 32050000]",False
5762,76169990,7616,"SJ165-7#&Nhôm hợp kim định hình, 6013A ( 3.2*100*790)#&VN","[9706, 9827, 9829, 98260000, 7606]",False
5763,76169990,7616,"SJ248-1#&Nhôm hợp kim định hình chưa hoàn chỉnh, AL6013A (90*3*115)#&VN","[511, 9026, 9108, 9109, 90330000]",False
5764,76169990,7616,"SJ329#&Nhôm hợp kim định hình, AL6013A (3.8*120*135)#&VN","[9827, 9829, 98300000, 5911, 32050000]",False
5765,76169990,7616,"SJ166-10#&Nhôm hợp kim định hình, AL6013A(SJ166) (100*3.2*1096)#&VN","[9706, 9827, 9829, 98260000, 8702]",False
5766,76169990,7616,"SJ124-18#&Nhôm hợp kim định hình, 7003H-30R (100*2.5*1250)#&VN","[9706, 98260000, 7002, 2515, 7606]",False
5767,76169990,7616,"SJ124-22#&Nhôm hợp kim định hình, 7003H-30R-1 (100*2.5*1250)#&VN","[9706, 98260000, 5404, 54050000, 2515]",False
5768,76169990,7616,"SJ343-1#&Nhôm hợp kim định hình, A6063 T5 (79*8.1*966)#&VN","[86050000, 73160000, 704, 4103, 511]",False
5769,76169990,7616,"SJ350-1#&Nhôm hợp kim định hình, A6013 T6 (134*3.0*1315)#&VN","[511, 7606, 7409, 86050000, 7607]",False
5770,76169990,7616,"FDLAB001100#&Vỏ nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ASSEMBLED PARTS/Frame Assy Radio 6626 B#&VN","[8527, 8528, 8525, 8805, 9018]",False
5771,76169990,7616,"AOMBK001400#&Vỏ pin bằng nhôm dùng cho ô tô điện, PLATE AUX OBC CONNECTOR  (E068), V807-00070D#&VN","[8545, 8506, 3810, 7614, 8467]",False
5772,76169990,7616,"BCLBQ199800#&Gá bằng nhôm định hình hoàn chỉnh dùng cho tủ điện, GVA500729C1 LINER,VI#&VN","[7614, 8467, 8514, 8547, 8545]",False
5773,76169990,7616,"AELBB078600#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, VzW RIRFU_B2B5 KST_COVER  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5774,76169990,7616,"AELBB086000#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, gMSDTM_HEATSINK_BASE  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5775,76169990,7616,"AELAB001700#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, N2ROU_HOUSING  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5776,76169990,7616,"AOLAK003900#&Khay đựng pin bằng nhôm dùng cho động cơ ô tô, 73Ah NEXT CBEV_MODULE_END PLATE_ ASSY_B  (Y) (P071-00054A)#&VN","[8304, 8703, 8545, 8506, 4202]",False
5777,76169990,7616,"AOLAK003900#&Khay đựng pin bằng nhôm dùng cho động cơ ô tô, 73Ah NEXT CBEV_MODULE_END PLATE_ ASSY_D  (Y) (P071-00055A)#&VN","[8304, 8703, 8545, 8506, 4202]",False
5778,76169990,7616,"AOLAK003900#&Khay đựng pin bằng nhôm dùng cho động cơ ô tô, 73Ah NEXT CBEV_MODULE_END PLATE_ ASSY_C  (Y) (P071-00053A)#&VN","[8304, 8703, 8545, 8506, 4202]",False
5779,76169990,7616,HPLBK000100-1#&Gá bằng nhôm định hình hoàn chỉnh dùng cho linh kiện ô tô. HVSC 1500 2P BLOCK (A)#&VN,"[9821, 9849, 86050000, 7615, 8703]",False
5780,76169990,7616,"ZEMSB001155#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MEA-MAIN SHIELD CAN_MT1602D EPASS  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5781,76169990,7616,"AOMAK001400#&Vỏ bộ phận làm mát động cơ ô tô bằng nhôm hợp kim, HOUSING ASM LOWER, V808-00094B_R002#&VN","[7615, 7228, 8703, 9111, 7616]",True
5782,76169990,7616,"AOMBK001500#&Vỏ pin bằng nhôm dùng cho ô tô điện, PLATE-DT CONNECTOR, V807-00069D#&VN","[8545, 8506, 3810, 7614, 8467]",False
5783,76169990,7616,"ZENSB000063#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DIU_26FM2_SUBRACK_FRONT_PANEL_ASSY(N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5784,76169990,7616,"CALBK000900#&Khay đựng pin bằng nhôm dùng cho động cơ ô tô, ENDPLATE, ETC:ENDPLATE#&VN","[8304, 8703, 8545, 8506, 4202]",False
5785,76169990,7616,"BCMBQ000500#&Gá bằng nhôm định hình hoàn chỉnh dùng cho tủ điện, GVA401767P2_CONDUCTOR,DS HOLDER,SUPPORT#&VN","[7614, 8467, 8514, 8547, 8545]",False
5786,76169990,7616,"BCMBQ000400#&Gá bằng nhôm định hình hoàn chỉnh dùng cho tủ điện, GVA401768P2_CONDUCTOR,DS HOLDER SUPPORT#&VN","[7614, 8467, 8514, 8547, 8545]",False
5787,76169990,7616,"BCMBQ000300#&Gá bằng nhôm định hình hoàn chỉnh dùng cho tủ điện, GVA401769P2_CONDUCTOR,DS HOLDER SUPPORT#&VN","[7614, 8467, 8514, 8547, 8545]",False
5788,76169990,7616,"BELBB038900#&Nắp bằng nhôm định hình hoàn chỉnh  dùng cho thiết bị thu phát sóng, CU Shelf Base Sub Assy  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5789,76169990,7616,"BELBB039700#&Nắp bằng nhôm định hình hoàn chỉnh  dùng cho thiết bị thu phát sóng, Top Panel Sub Ass'y  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5790,76169990,7616,"BELBB040000#&Gá bằng nhôm định hình hoàn chỉnh  dùng cho thiết bị thu phát sóng, Front Panel Sub Ass'y  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5791,76169990,7616,"BELBB040500#&Gá bằng nhôm định hình hoàn chỉnh  dùng cho thiết bị thu phát sóng, MiBOS-SMHS WCDMA Front Panel  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5792,76169990,7616,"BELBB040600#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MiBOS-SMHS CU Blank UNIT  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5793,76169990,7616,"BELBB040900#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MDTU_BASE_PANEL  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5794,76169990,7616,"BELBB041000#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, BACK_PANEL  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5795,76169990,7616,"AELBB065500#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DTU-COVER_5G SPEED DUO  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5796,76169990,7616,"BCLBQ200400#&Gá bằng nhôm định hình hoàn chỉnh dùng cho tủ điện, CONDUCTOR,DS HOLDER,SUPPORT  (Y)#&VN","[7614, 8467, 8514, 8547, 8545]",False
5797,76169990,7616,"BCLBQ200200#&Gá bằng nhôm định hình hoàn chỉnh dùng cho tủ điện, CONDUCTOR,DS HOLDER SUPPORT  (Y)#&VN","[7614, 8467, 8514, 8547, 8545]",False
5798,76169990,7616,"ZANWA00072#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MEA-AMP SHIELD CAN EPASS (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5799,76169990,7616,"AELBB100400#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, gGENESIS_HRN_PAU_BASE_PLT#&VN","[8527, 8528, 8525, 8805, 8419]",False
5800,76169990,7616,"GRKBK000800#&Vỏ nhôm hợp kim dùng cho máy phát điện, Alu lid for DSL and Remote, A5E02095498#&VN","[8501, 9112, 8502, 26060000, 3810]",False
5801,76169990,7616,"FDMAB000200#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ASSEMBLED PARTS/Frame complete 6419 B78Y, SXK1256480/2R1C#&VN","[8527, 8528, 8525, 8805, 8419]",False
5802,76169990,7616,"FDLAB001100#&Vỏ nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ASSEMBLED PARTS/Frame Assy Radio 6626 B, ASSEMBLED PARTS/Frame Assy Radio 6626 B#&VN","[8527, 8528, 8525, 8805, 4103]",False
5803,76169990,7616,"FDLAB001100#&Vỏ nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ASSEMBLED PARTS/Frame Assy? Radio 6626 B, SXK1255827/2R1A#&VN","[8527, 8528, 8525, 8805, 9018]",False
5804,76169990,7616,"APMBB000500#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ANTS_POLE MOUNT  Brk  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5805,76169990,7616,"AELBB103600#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng , eROU_7191725_COVER  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5806,76169990,7616,"AELBB070300#&Vỏ hợp kim  nhôm định hình hoàn chỉnh  dùng cho thiết bị thu phát sóng, EXTERNAL_ANT_HOUSING  (N)#&VN","[8527, 8528, 8525, 8805, 9018]",False
5807,76169990,7616,"ZENSB000087#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng , RU_CBRSM2_P-DC_HEATSINK_HOUSING_R02 (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5808,76169990,7616,".#&Khay đựng pin bằng nhôm dùng cho động cơ ô tô, Endplate-A, ETC:ENDPLATE-A#&VN","[8304, 8703, 8545, 8506, 4202]",False
5809,76169990,7616,"AFLAB002200#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, S-LTE27-1KW_HOUSING ASSY  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5810,76169990,7616,"AEMBB009100#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, eROU781719 MUX WALL_01(COVER)  (N)#&VN","[8527, 8528, 8525, 8805, 8503]",False
5811,76169990,7616,"AEMBB009200#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, eROU781719 MUX WALL_02(COVER)  (N)#&VN","[8527, 8404, 8528, 8525, 8805]",False
5812,76169990,7616,"AEMBB002100#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, eROU781719 MUX WALL_03(Heatsink)  (N)#&VN","[8527, 8404, 8528, 8525, 8805]",False
5813,76169990,7616,"AEMBB002200#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, eROU781719 MUX WALL_04(Heatsink)  (N)#&VN","[8527, 8528, 8525, 8805, 5407]",False
5814,76169990,7616,"AEMBB002300#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, eROU781719 MAIN WALL_05(Heatsink)  (N)#&VN","[8527, 8528, 8525, 8805, 5408]",False
5815,76169990,7616,"AEMBB002900#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, RDU BLANK PANEL  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5816,76169990,7616,"AEMBB007000#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, eROU_4040_BASE  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5817,76169990,7616,"AEMBB008400#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, eROU_4040_OPTIC_COVER  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5818,76169990,7616,"AMMBB000100#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, KST_HROU-4000_DTU_BASE  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5819,76169990,7616,"AMMBB000200#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, KST_HROU-4000_DTU_COVER  (Y)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5820,76169990,7616,"BWLBZ016500#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ERDP-118D_FILTER HOUSING  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5821,76169990,7616,"BWLBZ016600#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ERDP-118D_FILTER COVER  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5822,76169990,7616,"BWLBZ016700#&Gá bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, ERDP-118D_BRACKET  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5823,76169990,7616,"ADMBB001000#&Nắp bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, WEA35-HM47C_V1.0 TOP COVER(PCNI)  (N)#&VN","[7606, 8527, 8528, 8525, 8805]",False
5824,76169990,7616,"ZANWA00071#&Vỏ bằng nhôm định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, MEA-FRONT HOUSING_RF4461D EPASS  (N)#&VN","[8527, 8528, 8525, 8805, 8419]",False
5825,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223695A, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5826,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223695B, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5827,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223695C, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5828,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223695D, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5829,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223695E, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5830,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223695F, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5831,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236960, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5832,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236961, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5833,76169990,7616,"T01R-315965#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236962, kích thước D405*R257*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5834,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236963, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5835,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236964, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5836,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236965, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5837,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236966, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5838,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236967, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5839,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236968, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5840,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236969, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5841,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223696A, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5842,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223696B, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5843,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223696C, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5844,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223696D, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5845,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223696E, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5846,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R223696F, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5847,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236970, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5848,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236971, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5849,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236972, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
5850,76169990,7616,"T01R-315966#&Đồ gá bằng nhôm dùng trong công đoạn sản xuất vỏ máy tính xách tay bằng nhôm, số tài sản R2236973, kích thước D385*R255*C55mm#&VN","[7615, 7616, 6909, 42060000, 7608]",True
